	Domain	Phylum	Class	Order	Family	Genus	OTU
69aaa298772c2465336590355403e3cc	k__Bacteria	p__Cyanobacteria	c__4C0d-2	o__YS2	NA	NA	NA
7a01844b784efa1d29dc5351d7d6897e	k__Bacteria	p__Cyanobacteria	c__4C0d-2	o__YS2	NA	NA	NA
7416257bccc61dbcbf29c8d07a209bdf	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__11-24	NA	NA	NA
173d373e3deb2fa39e67a603883b9dd1	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__DS-100	NA	NA	NA
fcdcb20d4a6532bfba09134578413c81	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	NA	NA	NA
630f2135305d7928530f61f499a4de10	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
c3d33fc3a9d325b17c4aee025c6e3a4c	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
78cb4c73548a7b4eb968557adfbad719	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
94ae5588d5f75ab6a674785d12842544	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
a0dfe28cadabfd9fd4c2f7ae2e27e9bf	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
f6c5da162ab078cc7b2af1d01a8a3b2c	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
8b79ae418143df224a9f4b63e257491c	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
6d5c5125aa79abdccfbced070460e89b	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
7f2c48d02d6ca2a186569ad55adc337a	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
35cafd1e49b070e29126ec7dfd67b3e8	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
f2c1aa0587a79a6fa379a9de0ec60006	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
3f4789ef09a9ec289734eb3bb147ff5b	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
839912418b95c0cc70c274abb9b46469	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
b5c46fd5a9d84a5813488da8c8933971	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
b206bc39feecc543ad3c9fcd4bcb2387	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
ee18b1c1ca8c2107625279fdd45a7618	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
54789b34cf8939267e5d93ec6e9b115b	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
1dad219bc367403fbd595e72e4626d84	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
3573fda8af66ad4e760a306ebc53e263	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
6c61c601796cc32847643c2ccd6769ab	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
373459519f5b0f842a8287e29dad29ff	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
d5ee041a6a5ba365edc9a0fbb2147c82	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
a615957e3571940a168a4cc1bb4da6c7	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
64fc7c362e42b0cfbac5708515fd7f27	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
8cc42b89b6ee02f9ef9db184549914a3	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
818c2f4ca8bed9b12e00b47a51216a20	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
e201a44a3d169b8842da9f2040556a85	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
d313bd951751f241761830aaa827126a	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
eba3431679fe6d85506fb67c2d025be2	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
e08cd325179e32d77c9c3579c51df5b4	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
04d0be96de75ad5eb51b1697cfe247bd	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
bee047fa414e6f9bbec9d199ccc62751	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
c37b84459cccddf1262ab2cb26363200	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
bbe902516c1e717f2ed6d21304cfa5ef	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
3ad133fb75b03683650d59d3961264b5	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
e6a4ece4288237049713ce869db8b663	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
2b9e450331b67f4994c45894d1201149	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
219f2beddfbdcdb6dd2328f11018b6ed	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
9ce9f4a7cba68b8cb83be6e2df978596	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
ff78a530788db65670f8f4b090ea7d14	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
2b92a9169f98ce845dda6177c3a24b74	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
8826ef5438cc5cd3310763bd702d0b0a	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
f6e2f20eb2c4271fc1ff083cc5d672ed	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
05d641859d7afa8f743d3851dcbb5fc7	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
feee573505b35f5358fb70c0a254504e	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__Ellin6075	NA	NA
d485c7759223f5c12ac057b2492929cf	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	NA	NA	NA
a10128f924f251978ff26578f2225fd0	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	NA	NA	NA
b0cc62e15d637da22ec5fb775fcd69a6	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
1d212d6586f7940dab292549b6f925fa	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Geotoga	NA
5f9ecfa0f91ec37b658c71b7722a54c1	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Geotoga	NA
9ab0bfd9cc77158be17319d0f0aa351a	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Geotoga	NA
716d53e706e5fa806699c2225cf9130b	k__Bacteria	p__Cyanobacteria	c__ML635J-21	NA	NA	NA	NA
ee1eef64543e5f7e58f881125d80f257	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__Pyramidobacter	NA
4a015ee816034bf13159df4cc5835196	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__TG5	NA
874f78cb8c11ace5142fd36896f62306	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__TG5	NA
cfa84dc06275c19d981cd4a32afe8181	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__TG5	NA
f92f6b3fb0535e726742d37311011afd	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
7ab4aaa6a02113f06c6eca0bf9f449f2	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Clostridium	s__colinum
dd53bad490635d96f0cb42f4b6ede34e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Clostridium	s__colinum
305dd5d464d88b6e8ebb3e93b1af7fbe	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
a916c7109bb50aec454c5dc5076b13f3	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
c1053bf38ff01f54f42b95980561ed6c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
01e20f7890bfbcc95e7bf84d1432989b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
45abfd208c33b91301bf868ddc2492c0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
a68947e67a25c060800bee78767074c7	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
61b0fc1a40125b67d8eb4e2b3bb55033	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
fcfac5e293cfe4e600f6094b3f8c8e36	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
8a7d76e3f8dd97779cc12d8de781a707	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
ac21fb7ec96f79af9c552279a961734e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
a0d3a31c4341a20aa205c57de6611405	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
22bc7b74661e224cc04eb5eec56f599e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
9b8742b29f12744758311ce50fbdf47f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
10b9e020e3e2230fee251f1725efe4c8	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Coprococcus	NA
b2c389863dfc72f13808e4720e169d87	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
3bcd8b88929da3aeb3e1b22bc09f90c4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
9e64af59999f95b3feb188710cc6d7d1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
67472f850438a6aee75616cf98888027	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
c0f8dda4241cf85e5d70e1bd8b208a70	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
24a83147ec5707ce20cdcc2ad17b1e68	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
e1346025f4a055c98d75dec61dcd2c96	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
5f3216e3a6b303b1ea911e594096866b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
53584177afe26a69146c0fc4e3d73744	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
061f659d843606a68949ec8213e5d49b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
4dee866b19e28c37539b9daae6e2d346	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
a3ae0a56bfd426fe0a83ac2602cca45c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
29e41a02b5c6cb70fdd728d21334c9c9	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
2be73fff463e798921f0bf5e2fb3f615	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
7869f35d2bba320ff200f95c9c1dc1b5	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
65de5781270d973a02de5546cad1816d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
e47f78a3523a5a7b97ae108b79c29456	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
7aa47d031d30f937cc5283b98f32f344	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
8b7cd55d5449f3c0aa282f514ca5995b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
73331be6bf023c67bf947ba2c34e237e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
b418acf58af9fddf32dd5e1073d6f097	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
79884647f7325f017cbba20d547f8bae	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
7c5c099ae477c1e45683d943eba5df41	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
1de8a8bc685293bc92fccfd080dd1a64	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__obeum
970d7d11bf8bb51b9eb77819479ffdec	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__obeum
286ff5326405f92de951a43b353d5bfb	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
b853dcf54ffa970e2dae2f059e133e1d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
80fcb6d862422ba343ee9864ee4dc9d4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
fc9eb1f00856480534aa837ca362656e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
8d30208c8902d49b0064bef074d486f9	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
5f6ec4c638c6ba92139a22b59b080469	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
8622987ddfa6f1a7d9909f49018cb1f1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
083ec7031968697aa0a05395509c0376	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
9db8d3758c69565465c2a064f9979f02	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
30224fff17f43adec51a3b47940b5d01	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
395e8ff756e9953761193195ed1b553a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
1ddd3d3f1287e1a5d573a3bd7c90c835	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
bf986ff31d149672c9cbc82c6acd02af	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
30b299f78e88ae4da3a4732dc187a04d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__producta
76f4eb5f6d36d414963bed9e6f27c245	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__producta
93af9774019c7a106d1b991e5c26c338	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
a4546f79ebf09835b8d436dbcee45a5d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	NA
3b7d3a126b22cbef6e03ae8205a296ec	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__producta
8687d1ad150228c9da510f906b670cd2	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__producta
103e6c668891b8ca425d1750c6ab5bfa	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__producta
5eefe1c67a4852bd62c90dbcd2053008	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__producta
a1054dfca27ab4f448691a8995bbfdca	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__producta
08f31d91971980917315e5c87828c1a7	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
7156c6cf01920e6f2825ed6b6b9bc46d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Dorea	NA
7ab252d5f6fb231fed4c1ad3655e6b2f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	NA
c0760c8bb5af78b448b74dabd5dc0cd7	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	NA
04bb565690893e54ba147a858e9c57da	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Ruminococcus	s__lactaris
ca3443e661e5449316a88cdc505f6506	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	NA
0b9847eac0f5379022db4c8a90f11ebe	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	NA
2fb44786c108f289f91e72552994dc98	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	NA
b085b674e68b64248a06aa19b8aa2970	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ea052139a16a1ef0b7cdc98011d93b09	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
f5d031dfa39b7478776b36cc2623d12d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
2bfeb96c5af28fee5b91480c135ddc36	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
78db8eba2fc7c6d9ccd124f44eab253b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
02f0f8430d693d0269e37da262fa91ab	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
34ee5b9130ad1e33d8c9b44334984327	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
efdafecd02a47d0c8c9e5f468d1fd83d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
b079e16fd0191b2108b12fa7e053c4a2	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
6672e1b6c1cd1670b7497502bd45dac1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
a67f266066c91ed7321e8ff0c8fb6c55	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
ea32497ea41103434d62053a5fc1d530	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
824b224d9565eb2bd345c8fa598dfec6	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
a7af4ed23f7238917cea90271e12294f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
c0ded757054b102cc0c618885868378f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
5cf70ce47afa2a3b82feeb0054b079f8	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
e441364e78738a502c84d83851b4d116	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
09f543f551343412450e1cb6c5012d89	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
7dc67bfa7363a4bfef0a07d93ba49b83	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
1a503b8d15cda6614bc92e3700fa8e69	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
a8e363613c35286b8cc6303aa1b0dddf	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
570b265a89f939e8c3aa94a37b2a54bb	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Anaerostipes	NA
35822a75748958d662e631f01a78410c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Anaerostipes	NA
6731aaa46d8376560fa290d92b0be896	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Anaerostipes	NA
b50b4a0d5a70ffbdce3e6bc5beff041d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
420a21414e41a327027b11b377fe9fe5	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
b767e958238245c01873a60fde9ac622	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
41742e464c162c16e09f978843333e8d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
52d3527b15fb72c4a3ec6545c41eb64e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
22da1a1abdf850a9d6b1bca0e36a6dca	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
0f59b7f3cb19bdaab7a3bf969a54ec43	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
63dd3986b722a781191c5053e5b46443	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
638c7c05cce908862f015c96f9599907	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
643336dac981889cfd0b469afa912b87	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ef7508e7fae79ae36d4987e9107bde8a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
2296c1b4e264743a0c91924c406726c4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
efaa6399624d00bde54c57858fcd3df8	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
5475e3ed38e99a7517caee0e6d61a675	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
6ffed603109d2d169a33bdce03fa3c99	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
3ff047dd8394855f4f97d0d18dae6364	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
421d2c9a6750a2e81b6da29e0fd22a11	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
81f33dc59f6493910050a73c5b829c4a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
4ba29f1550cac30a383f20698ead1daf	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
a4ac217c75ab212de93e13c021eaeec2	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
7a8c6e67b911eafe20d11a0d53370303	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
46c4a9a34a25f3f3f891d41f35105ee8	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
771ac41245b9a0e829d168e4f2149a37	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
d3b8ec5e7e85e2dcbbc0cb410aa90e30	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
1a37face0a22c54f87c8710233a42784	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
41cbe6c259771cba99a76662d1fbf8b6	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
cc5b6da54d2e0c54ca08377d9ec983e4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
